Name,Latitude,Longitude
Danforth Pharmacy,43.6945664,-79.2741296
Rexall,43.7565157,-79.2480113
Costco Pharmacy,43.7126283,-79.5548569
Costco Pharmacy,43.6229535,-79.5079138
Costco Pharmacy,43.7309783,-79.4556758
Costco Pharmacy,43.7074904,-79.3482715
Costco Pharmacy,43.7594281,-79.2971971
Yonge + Eglinton Pharmacy,43.7066345,-79.3976443
Hilary's,43.6516627,-79.4082243
Mortar + Pestle Pharmacy,43.6521527,-79.4709397
Smart Pharmacy,43.673744,-79.4948516
Rexall,43.6480589,-79.3783605
East Liberty Village Pharmacy,43.6416751,-79.4116348
Dom’s Pharmacy,43.8071169,-79.338691
I.D.A.,43.7419301,-79.3144256
Pharmasave,43.7899141,-79.4176753
Pharmasave,43.6915156,-79.2878404
Genix Pharmacy,43.6914832,-79.2881
Guardian,43.6905632,-79.2919218
Care & Health Pharmacy,43.6898388,-79.2934723
I.D.A.,43.6896308,-79.2945757
Westgrove Medical,43.652845,-79.5255082
Danforth Neighbourhood Pharmacy,43.6876672,-79.3049896
Danforth Main Pharmacy,43.6867035,-79.3077732
New Era Pharmacy,43.6859711,-79.3107939
I.D.A.,43.6845583,-79.3173721
Guardian,43.6833163,-79.322893
ProHealth Pharmacy,43.6826659,-79.3259556
Danforth Medical Pharmacy,43.6814255,-79.3333669
Drug Basics Pharmacy,43.680951,-79.3356021
Apollon Pharmacy,43.6790423,-79.3435683
Main Drug Mart,43.6791842,-79.3444821
Remedy'sRx,43.6621527,-79.3669244
Ashdale Pharmacy,43.6659441,-79.3187502
I.D.A.,43.7856172,-79.3523121
I.D.A.,43.8077747,-79.3565389
Pharmore Pharmacy,43.7935674,-79.3245418
I.D.A.,43.768513,-79.1896383
Shoppers Drug Mart,43.6441562,-79.3674438
Victoria Commons Pharmacy,43.7727994,-79.3210544
The Village Pharmacy,43.6642432,-79.3841267
Shuter St Pharmacy,43.6569536,-79.365564
White Cross Drugs,43.6632243,-79.3840478
PC Health pharmacy,43.7852642,-79.4721933
Mister Pharmacist,43.6536689,-79.3693705
Keele Medical Pharmacy,43.75219,-79.4885717
I.D.A.,43.6519982,-79.3687313
Pharmasave,43.6698637,-79.301376
Pacific Pharmacy Toronto,43.6663864,-79.3478211
Leslie Grove Pharmacy,43.6629582,-79.3321027
Maple Leaf Pharmacy,43.6614143,-79.3838571
Downtown Dispensary II,43.67765,-79.443161
I.D.A.,43.773981,-79.2544582
Trillium Pharmacy,43.7971198,-79.3128549
Donya’s Pharmacy,43.7529724,-79.4494975
IDA - Kenndy Road Pharmacy,43.7720037,-79.2839777
99 Pharmacy,43.6535539,-79.395621
Fairview Pharmacy,43.7787665,-79.3478232
Shoppers Drug Mart,43.6589196,-79.3905429
Universal Pharmacy,43.6624806,-79.4442604
Treasury Pharmacy,43.6655389,-79.4661004
Wellnessshield Pharmacy,43.7064099,-79.389185
The Rx Pharmacy,43.7059021,-79.3894177
Dufferin Drug Mart,43.6774671,-79.4430995
Procare Pharmacy,43.7826352,-79.2872882
PharmaChoice,43.784065,-79.2883688
I.D.A.,43.7734801,-79.2560797
Total Health Pharmacy,43.7009964,-79.4245396
The Village Pharmacy,43.7126319,-79.3998203
I.D.A.,43.6871525,-79.3555184
Shoppers Drug Mart,43.6233078,-79.5149783
Oakdale Pharmacy,43.7558093,-79.5232968
I.D.A.,43.7397409,-79.2360012
Lawrence Park Pharmacy Compounding Clinic,43.7259112,-79.4026995
Markie’s Procare Compounding Pharmacy,43.6721193,-79.3877584
High Park Pharmacy,43.6537839,-79.4648989
Weston Discount Pharmacy,43.7507304,-79.5417166
I.D.A.,43.7428519,-79.5885224
Royal York Pharmacy,43.6855114,-79.5283496
House of Medicine Pharmacy,43.7445512,-79.6055858
Heritage Pharmacy,43.6830736,-79.325773
Pharmasave,43.6771717,-79.353149
Toronto West Pharmasave,43.6286039,-79.4911138
Dundas Euclid Pharmacy,43.6517567,-79.4092806
Pharmasave,43.6198959,-79.5236295
Delisle Pharmacy,43.6897369,-79.3952934
