Name,Cuisine,Latitude,Longitude
Novo Restaurant,italian;contemporary,43.6274732,-79.4983199
Mamma Martino's Pasta Pizzeria,italian;pizza,43.6280338,-79.4960468
Ruyi Garden Chinese Restaurant,chinese,43.6275968,-79.4977454
Tadka – Sizzling Indian Spice,indian,43.6274518,-79.498416
City Fried Chicken & Pizza,chicken,43.6805192,-79.3375332
Hoailuong Vietnam Restaurant,vietnamese,43.6268519,-79.501084
Bun-Mi,vietnamese,43.6252441,-79.5083716
Yuzuki Fish Market,sushi;fish;japanese,43.6471332,-79.3953877
Barque Smokehouse,,43.647964,-79.4495224
Pizzeria Defina,,43.6487072,-79.4497996
Gales Snack bar,breakfast;sandwich;burger,43.6582422,-79.3390386
Mr. Puffs,,43.6171746,-79.5383742
Swiss Chalet,chicken,43.7462327,-79.2892242
Hibachi Teppanyaki & Bar,,43.6431446,-79.4020189
The Olive Restaurant & Grill,,43.6198361,-79.5497774
Jolly II Italian Restaurant,,43.7119304,-79.5312852
Wakame Sushi,sushi,43.7112117,-79.5314708
Simply Thai Cuisine,thai,43.6507118,-79.4775461
Golden Wok,chinese,43.660548,-79.5824086
Famous Laffa,,43.7952403,-79.4189669
Kiva's,dessert;bagel,43.7912957,-79.4477246
Buster's Sea Cove,fish_and_chips,43.6431639,-79.3828616
Redhot Bangladeshi Restaurant,bangladeshi,43.6909675,-79.290043
Padma Restaurant,bangladeshi,43.6908945,-79.2904908
Makilala,filipino,43.6523701,-79.3752239
Gyu-Kaku,japanese;barbecue,43.6516199,-79.3749039
Fort York Tavern,,43.6399131,-79.3971479
Lucky Indian Style Chinese Food,indian;chinese,43.7526926,-79.2649288
CSK,indian,43.6399262,-79.3814747
Hakka #1,hakka,43.7277333,-79.2665875
Lakeside Local Bar & Grill,,43.6385223,-79.3825369
Kibo Sushi,sushi,43.7311138,-79.6001052
Burger Boy Restaurant,burger,43.7311425,-79.6006993
Callaloo Taste of the Caribbean,caribbean,43.7311038,-79.6008692
Flava Ceen,caribbean,43.7311262,-79.6007658
Tianjin Dumplings Restaurant,chinese,43.7855058,-79.2795578
The Only Cuisine,,43.7867019,-79.2708764
Kabul-Tehran Restaurant,,43.714363,-79.3336364
Pho Thien Phat,vietnamese,43.71431,-79.3338412
Mulan Chinese Cuisine,chinese,43.7141111,-79.3340002
In The Junction Caribbean Cuisine,caribbean,43.6656258,-79.4720335
Lee Restaurant,,43.6442182,-79.40039
Lou Dawgs,,43.644248,-79.4002996
Public Gardens,,43.6443893,-79.3996546
Ethiopian House Restaurant,ethiopian,43.666698,-79.3857689
Kothur,indian,43.6144615,-79.4886378
il ponte,italian,43.6579824,-79.3530428
Robo Sushi,asian,43.7548013,-79.3496153
Nomé Izakaya,japanese,43.7335955,-79.3448991
Eataly,italian,43.736665,-79.3447964
The Green Room,,43.6654609,-79.4079281
Harvest Green,,43.6456727,-79.3888268
Carnival,indian,43.6651504,-79.4642943
Sushi & Tea,sushi,43.7258525,-79.2304722
Jodie's Restaurant,,43.6050927,-79.5286673
tuanzhang,sushi,43.7906075,-79.3659366
cross-the-bridge noodle,noodle,43.7911042,-79.3669137
Firkin on the Bay,british,43.6265729,-79.4771612
Canton Chili,,43.6563033,-79.3996608
Urban Fare Catering & Food Shop,,43.6813576,-79.41743
Noodles,,43.6473082,-79.3810329
Z-teca Gourmet Burritos,,43.6430938,-79.3828349
Swiss Chalet,chicken,43.6943571,-79.2758452
Pearl Harbourfront Chinese,chinese,43.6383413,-79.3806185
Freshii,salad,43.6431803,-79.3833312
Pie Bar,pizza,43.6382368,-79.3806468
Long Gui BBQ,chinese,43.7999419,-79.3069442
Dumpling Restaurant,chinese,43.7868935,-79.2701077
Scarborough Buffet,buffet,43.7785233,-79.2320906
Gibbos,indian,43.76608,-79.2818128
Lika Bar,grill,43.6094353,-79.5490559
Mr. Tasty's Restaurant,,43.6887586,-79.2974586
Double Sushi,sushi,43.6894109,-79.2956973
The Dirty Bird,waffle;chicken;sandwich,43.6546455,-79.4005323
Gonoe Sushi,sushi,43.7458286,-79.3461439
Island Foods West Indian Cuisine,indian,43.7459015,-79.3461534
Freshii,salad,43.6200717,-79.554443
Mardi Gras Restaurant Banquet Hall,,43.7243064,-79.2857424
Eggsmart,breakfast,43.7756052,-79.3227713
Diyijia,chinese,43.6634698,-79.3841215
BarChef,,43.648094,-79.4001545
Carlotta Bar,,43.6494936,-79.3920836
Pho Pasteur,vietnamese,43.6526462,-79.3987871
Santa Marta,tapas,43.6512425,-79.4106625
Panagio's,breakfast,43.7922103,-79.2602505
New Da Fu Seafood Cuisine,chinese,43.8317718,-79.2671167
Hakka Legend,chinese,43.7260417,-79.2865711
Mr. Spring & Mr. Fresh,vietnamese;thai,43.7260836,-79.2865803
Solarium,american;burger;fish_and_chips,43.7135909,-79.5603623
Niji Sushi,sushi,43.7675412,-79.271412
Khmer Thai,thai,43.6792832,-79.4377443
Lechon Republik,,43.7061328,-79.4424002
Si Lom Thai Bistro,thai,43.6649834,-79.3807973
Vagabondo Restobar,italian,43.6437817,-79.3903038
Freshii,salad,43.7071315,-79.3990864
Proper,,43.6508844,-79.4509783
Kitchen on 6th,,43.6013972,-79.5044799
Rocco's Plum Tomato,italian,43.6303732,-79.4850363
U-Know Sushi,sushi,43.6302879,-79.4855606
Kata Sushi,sushi,43.6629527,-79.374768
Eggsmart,breakfast,43.7023069,-79.5231056
P&M Restaurant,,43.7005672,-79.5180574
Leziz Kitchen,,43.6040066,-79.5358117
St. Louis Bar & Grill,chicken,43.7740778,-79.2537986
Chiang Mai,thai,43.7549883,-79.3518911
Shot House Bar & Grill,,43.7661897,-79.2816857
Zakkushi on Carlton,japanese,43.6635125,-79.3706847
Mikaku Udon Bar,asian,43.6639913,-79.368648
Sweet Mahal,indian,43.7207808,-79.6144952
Al-Meezan's Spicy Grill,,43.7207139,-79.6131995
McNies Fish & Chips,,43.6489289,-79.5493301
Curry & Chutney,indian,43.6489223,-79.5493863
Hakka Bistro,hakka;nepali,43.733552,-79.2661947
Eggsmart,breakfast,43.7677383,-79.1905272
Fiamma Ristorante,,43.6483668,-79.6052168
Prince Japanese Steak House,,43.6488168,-79.6046946
Twin Fish,thai,43.6488834,-79.6046253
The Wokker,chinese,43.6489335,-79.6045787
Madras Masala,indian;south_indian,43.6631479,-79.4218574
Gabby's,,43.670933,-79.2966736
Tov Li Pizza + Falafel,pizza,43.7841896,-79.4467526
BBQ Chicken Factory,,43.6683199,-79.369326
Tender Trap,chinese,43.6677498,-79.3695819
L'avenue on Parliament,indian,43.6673947,-79.3690914
F'Amelia,,43.667475,-79.3686369
Kinyo,,43.6658555,-79.368169
Johnny G's Cafe,breakfast,43.6645667,-79.3682391
Loaded Pierogi,,43.6647299,-79.380694
Sang's Great Seafood Restaurant,,43.6551644,-79.3986346
Flaming Noodles,,43.6558497,-79.3989118
Bank Bao,vietnamese,43.6558844,-79.3989286
Eggsmart,breakfast,43.7367437,-79.2490163
Fratelli Village Pizzeria,pizza,43.7839882,-79.1699043
Thai Room,thai,43.7861578,-79.4695064
Pho Plus,vietnamese,43.7863594,-79.4686895
Flame Food + Design,turkish;burger,43.6512113,-79.4751539
Pepper Hakka & Thai Cuisine,chinese;thai,43.7593244,-79.3106005
Miyako Sushi,japanese,43.709088,-79.4441463
Public Kitchen,,43.7094078,-79.4438057
Tamayan,asian,43.7089144,-79.443339
Swiss Chalet,chicken,43.7171415,-79.4562917
The Keg,steak_house,43.6131119,-79.5595266
Mandarin,chinese,43.7197713,-79.5960178
Dakshin Flavours,indian,43.6560946,-79.3924845
Margarita's Mexican Fiesta,mexican,43.6562833,-79.3929631
Dokkaebi Japanese Restaurant,japanese,43.6558063,-79.4556677
The Fifth Grill & Terrace,french,43.6491276,-79.3892066
Pho Vietnamese Noodle,vietnamese,43.8114015,-79.2432985
Crystal Buffet,,43.7700382,-79.3010331
Don Don Izakaya,,43.6556997,-79.3845626
La Chingada,mexican,43.6495345,-79.4240332
Pizzeria Via Mercanti,italian,43.6540595,-79.4019561
Carolina,italian_pizza,43.65214,-79.4074563
Thai Room,thai;malaysian,43.6641042,-79.3681899
Lola's Catering,,43.707284,-79.505304
Comal Y Canela,mexican,43.7032821,-79.5041655
Golden Star Restaurant,,43.7031771,-79.504045
Turtle Pizza & Wing,pizza,43.738262,-79.2184354
Yummy Gardens,thai,43.722417,-79.3023239
Carver,,43.6475125,-79.3927771
Charminar,indian;biryani;dosa,43.7311223,-79.288276
Samrat,indian,43.6551444,-79.4160525
Kasai Grill House,,43.6551561,-79.4161357
Grapefruit Moon,,43.669671,-79.4131509
Blooming Garden Chinese Cuisine,chinese,43.809067,-79.2681337
Petit Dejeuner,belgian;canadian,43.6506781,-79.3702693
Alder & The Sparrow Restaurant & Bar,,43.7059776,-79.5516655
Dragon Pearl,chinese,43.7538567,-79.3498563
紫京盛宴,chinese,43.8064589,-79.3385316
Tsampa,tibetan,43.6402558,-79.4389751
Himalayan Kitchen,asian,43.6402668,-79.4388957
Aroma Fine Indian Cuisine,indian,43.6462378,-79.3897669
Osaka Sushi,sushi,43.7140382,-79.3349935
Zorba's,greek,43.7153537,-79.3047699
Hamaru Sushi,sushi,43.7552172,-79.3600498
Thai one on,thai,43.7543846,-79.3512812
Caffe Di Portici,italian,43.6726838,-79.388621
Casa Manila,filipino,43.7550849,-79.3489635
Chicken Joy,,43.7685698,-79.1876078
Joey,regional,43.6129157,-79.5564642
National Yacht Club Restaurant,,43.6316849,-79.4022527
Mai Bistro,asian,43.649116,-79.5286603
Pik Thai,thai,43.6516835,-79.4512852
Kenzo,japanese,43.7627418,-79.4115339
New Restaurant,asian,43.6656169,-79.3512887
hanoi 3 seasons,vietnamese,43.6656674,-79.3521358
3 Brewers,burger;pizza;seafood,43.6499558,-79.3833789
JollyTops,filipino,43.7375275,-79.4349066
SALU SALO FILIPINO FOOD & GROCERIES,asian;filipino,43.7375584,-79.4347466
Corks & Plates,,43.6726356,-79.2883224
Xola,mexican,43.6726712,-79.2881295
Factory Girl,,43.6765688,-79.3561848
Sher-E-Pubjab,indian,43.6771787,-79.3530133
Pho 88,vietnamese,43.8144598,-79.3236704
Reyna,,43.6534217,-79.3622858
King Deli-Cafe,,43.6539961,-79.3607864
Hamish's Kitchen,fish_and_chips,43.7222127,-79.289169
Sushi Inn Japanese Restaurant,japanese,43.6702285,-79.3918817
Yamato,japanese,43.6706195,-79.3912247
sassafraz,,43.6703935,-79.3910859
Weston Station,,43.7006579,-79.517436
Poons,chinese,43.7005818,-79.5171871
Chicago Smoke House,,43.6854052,-79.3469066
Emma's Country Kitchen,brunch,43.6808948,-79.4303228
Local Public Eatery,regional,43.6384608,-79.4190429
School,regional,43.6377952,-79.4243739
Hemingway's Restaurant and Bar,,43.6700194,-79.3927777
Sushi-Ya Japan,sushi,43.6902092,-79.575937
Milestones,bar_and_grill,43.6908293,-79.5763656
Trattoria Taverniti,italian,43.6551467,-79.4134866
Nook,,43.6449804,-79.3966644
Vivo,pasta;pizza,43.6198756,-79.5543529
Sunrise Grill & Crepe,,43.651338,-79.4508263
Le Paradis,,43.6750468,-79.400126
Amber Restaurant And Bar,international,43.670648,-79.3929335
Caribbean Cuisine,,43.7348231,-79.2598077
Thai Take Out & Catering,,43.7347563,-79.2601137
Krystos Modern Greek Cuisine,greek,43.7185528,-79.4561739
Mexico Lindo,mexican,43.7896937,-79.3028476
The Roti Hut,caribbean,43.786862,-79.2586267
Lucky Clover,sports_bar,43.641141,-79.3832566
Mama Chef,korean,43.6643535,-79.4153375
JP's Bar & Grill,,43.6976636,-79.5935359
Asa Sushi,sushi,43.649799,-79.4848535
Golden Star Restaurant,chinese,43.7199527,-79.5078756
Pho Kim,,43.72429,-79.5090055
Kathy's Grill,greek;burger,43.7527403,-79.276567
70 Down Yorkville,,43.6713664,-79.391034
Spotlight Caribbean Kitchen,caribbean,43.7153195,-79.5929864
Xawaash,mediterranean,43.7154231,-79.5930089
Jacques Bistro du Parc,french,43.6702072,-79.3921078
Scaddabush,italian,43.6893738,-79.584584
Anchor Bar,,43.691191,-79.5757831
Swiss Chalet,chicken,43.6915129,-79.5766307
Makimono Restaurant,japanese,43.6909462,-79.5755987
Ginko Japanese Cuisine,japanese,43.6893922,-79.577322
Perkins,american,43.6919795,-79.5727623
Kiwi Rice & Noodle Bar,thai,43.6901841,-79.5760317
Sarajevo Meat and Grill,,43.6324272,-79.552407
Queen Star Restaurant,chinese,43.6434054,-79.4233092
Mr. Congee Chinese Cuisine,chinese,43.7988208,-79.3183756
Kenzo Ramen,japanese,43.6469405,-79.4046986
Honest Weigth,seafood,43.6653617,-79.4613256
Oyster Boy,seafood,43.6452158,-79.414344
Le Swan,french,43.645113,-79.4148928
Skyline Restaurant,,43.6410138,-79.435154
Ali's West Indian Roti Shop,indian,43.6408505,-79.4359558
Chabrol,,43.6712821,-79.3920785
Shi Miao Dao Yunnan Rice Noodle,chinese,43.6536299,-79.3986306
Ajisen Ramen Japanese Noodle,japanese,43.6538924,-79.3987117
Sam Woo BBQ,chinese,43.8157677,-79.322598
Maki Momo,sushi,43.8159562,-79.3228249
Good Taste Casserole Rice,chinese,43.8145473,-79.3232699
Jeon Ju Hyang Restaurant,,43.8144871,-79.3235347
Crown Jewel Fine Dining,,43.8143939,-79.3241031
Jerk King,,43.6583017,-79.3998832
Hakka No. 1 Restaurant,,43.74874,-79.5613573
Pho Vietnamese Delight,rice_noodle,43.7785661,-79.4149416
Oh! Bar,barbecue,43.7777722,-79.4147523
Alpha's Shawarma,middle_eastern,43.6472084,-79.4045338
Y not Italian!,italian,43.6606022,-79.4148858
Halibut House,fish_and_chips,43.6906023,-79.2887064
Xin Jiang Barbeque Restaurant,chinese,43.8045268,-79.3311422
EAT BKK Thai Kitchen,thai,43.7592544,-79.4107241
Kinka Izakaya,japanese,43.760435,-79.4097497
Top Gun Burger,burger,43.6655557,-79.4097482
Tenon Vegan Sushi,japanese,43.6655867,-79.4096312
Japan Sushi,japanese,43.6655984,-79.4095696
Victory Cafe,italian,43.6658103,-79.4085501
El Furniture Warehouse,,43.6659303,-79.40798
KOS Cafe and Restaurant,,43.6722087,-79.414299
Vesta Lunch,,43.6733286,-79.4142274
Gourmet Malaysia Restaurant,malaysian,43.7884237,-79.2665722
Otto's Berlin Döner,german;kebab,43.6563476,-79.4029568
Tutti Matti,italian,43.6471766,-79.3940348
Parcae,,43.6473191,-79.393292
Little India,indian,43.650225,-79.388925
Pegasus Bar & Grill,,43.6661501,-79.4872964
State & Main,american,43.6457887,-79.5601937
Sansotei Ramen,ramen;japanese,43.6550334,-79.3864735
Pool Sides Bar & Grille,bar_and_grill,43.7901077,-79.1938065
Boardwalk Cafe,,43.6627122,-79.3099098
The Morning After,,43.6401329,-79.3972398
Lalibela Restaurant,ethiopian,43.6620434,-79.4247979
Electric Bill,,43.6623166,-79.4247985
Monkey Sushi,,43.665622,-79.4724412
Nuna,,43.6415889,-79.4311973
Churrosqueria Do Sardinha,,43.6550591,-79.4181673
The K BBQ,korean,43.663645,-79.4174614
Japas Oyster Bar,japanese,43.6639078,-79.4173816
Hurricanes Roadhouse Restaurant,,43.6612024,-79.428595
Eggsmart,breakfast,43.6623574,-79.4245548
Bloor Street Bar & Grill,,43.6621594,-79.425495
C.A.F.E,,43.661686,-79.4275307
Cibo,italian,43.645138,-79.3973632
Canoe Restaurant & Bar,,43.6472606,-79.3814529
Kerala Kitchen,,43.780358,-79.2989218
The Royal Chinese Restaurant,chinese,43.7804393,-79.2986401
Kapital Resturant and Grill,,43.6756101,-79.4551655
Broadview Diner,diner,43.6760307,-79.3584272
Kalyug,indian,43.651007,-79.4117427
The Caribbean Dutchpot,international,43.6759893,-79.3583752
Off the Hook,fish_and_chips,43.6759582,-79.3583404
Thai Room Grand,thai,43.6446601,-79.532909
Vindaloo,indian,43.722369,-79.2352411
Thai Indeed,thai,43.7266082,-79.2301556
Don Quixote,portuguese,43.6763136,-79.4495087
Agio Ristorante,,43.676063,-79.4507185
Poop Cafe,korean,43.6760386,-79.4508479
Sushi Place,japanese,43.6550777,-79.4593879
Mizzen - Westin Harbour Castle,american;breakfast,43.6409819,-79.3751918
Nana's green curry,,43.6462077,-79.4083358
The Humber Room,,43.7288643,-79.6086972
Mr. Greek,greek,43.6405388,-79.3912491
Lox + Schmear,sandwich,43.6791764,-79.4382508
Mimico Cruising Club Restaurant,,43.6182907,-79.4796996
Maki Mart,sushi,43.6548477,-79.3873536
Senator Restaurant,,43.6557332,-79.3791705
Burritoz Bowlz,,43.6550449,-79.4035604
Mamajoun Pizzeria,armenian;pizza,43.7603865,-79.3025045
Sugo,italian,43.6583037,-79.4423257
Green Bamboo,vietnamese,43.6588573,-79.4410275
Duffy's Tavern,,43.6591158,-79.4396244
Taqueria el pastorcito,mexican,43.6597237,-79.436825
Kanu Bar & Grill,,43.6412807,-79.5384715
Haroo Korean Restaurant,korean,43.6412012,-79.5392344
Cravin Kitchen + Lounge,american,43.6430653,-79.5343007
The Shore Club,,43.6455445,-79.3861487
Grazie Ristorante,italian,43.7092708,-79.3987071
Harlem Underground,,43.6464544,-79.4071343
Flo's,,43.6712824,-79.3908709
King's Café,,43.6542452,-79.4020612
La Bettola Di Terroni,italian,43.6520182,-79.3779646
Mystic Muffin,,43.6524912,-79.3725733
Archeo Trattoria,,43.650682,-79.3596299
Bindia Indian Bistro,indian,43.648542,-79.372067
Jack Astor's,american,43.689206,-79.584508
Fusaro's Italian Kitchen,,43.6490947,-79.391351
Playa Cabana Cantina,,43.6653469,-79.4655567
Clandestina Mexican Bar & Grill,mexican,43.6652975,-79.466099
Khao San Road,,43.6463913,-79.3936588
Steam Whistle Brewing,american,43.6409668,-79.3851702
The Senator Restaurant,,43.655325,-79.3789892
Pizza e Pazzi,italian;pizza,43.6779367,-79.4438371
The Wicket,,43.6552766,-79.4566545
Toto Sushi,sushi;japanese,43.6730592,-79.31951
BIRDIES Fried Chicken,chicken,43.6732128,-79.3192486
Hakka N' Jerk,hakka;jamaican,43.6621198,-79.3667593
Chennai Masala Cafe,indian,43.6630627,-79.3676566
China Gourmet,,43.6640696,-79.368383
Kub Khao Thai Eatery,thai,43.7801749,-79.2998514
Phở Hưng,vietnamese,43.6544621,-79.3989534
Nijo Sushi,sushi,43.6716559,-79.3784639
Dim Sum King,chinese,43.6533944,-79.3956059
I Love Sushi,sushi,43.6479076,-79.4010605
Roti Mahal,,43.6475054,-79.4030911
Comma,korean,43.6479326,-79.4009277
La Palette,,43.647918,-79.4009864
Pat's Homestyle Jamaican Restaurant,,43.6474862,-79.4031939
Saku,,43.6480668,-79.4003043
DeMen Bistro,vietnamese,43.6478791,-79.401228
New Treasure Restaurant,chinese;dim_sum,43.6555151,-79.3854787
King's Tacos,mexican,43.6778952,-79.4440307
Rang Dang Pho,vietnamese,43.6775243,-79.4440313
Scotty Bons,caribbean,43.6659809,-79.407746
FiGO,,43.6476568,-79.390474
Mildred’s Temple Kitchen,,43.6401535,-79.420021
Nama Sushi,sushi,43.6813777,-79.4281254
The Rushton,,43.6814842,-79.4275895
Hoyra,ukrainian,43.6562158,-79.4537111
Congee Queen,chinese,43.7839264,-79.2923357
Fortune House Restaurant,chinese,43.7899167,-79.3029469
Hunter's Pizza & Souvlaki House,greek,43.7895943,-79.3026366
Rosie Eatery,,43.7283897,-79.4182748
Tutto Pronto,italian,43.7282241,-79.4182063
Safari Bar and Grill,,43.7290463,-79.4181182
Kibo Sushi,sushi,43.7316232,-79.4188507
Freshii,salad,43.7315768,-79.4190614
Barrio Fiesta,,43.7956037,-79.2264028
Sorsi E Morsi Trattoria,,43.649175,-79.5286091
Toji Sushi,japanese,43.6451419,-79.5325264
Ikkoi Sushi & Ramen,japanese,43.6452317,-79.5324426
Mashengligong 麻省理功,,43.8043342,-79.2882533
Baozi Lin,,43.8043815,-79.2884147
Flaming Kitchen,,43.8050434,-79.2874046
Aroma Delight Palace,,43.8049389,-79.2877532
Yuloudong,,43.8049704,-79.288011
North East BBQ,,43.8042324,-79.2884498
Pho Vietnam Family Restaurant,,43.8043052,-79.290544
Kung Fu Duck,,43.8051887,-79.2895656
Qing Feng Bun,,43.8054055,-79.2887126
Yunnan Steam Fish Pot Restaurant,,43.8058505,-79.2886684
Wingporium | Leaside Sports Bar,canadian,43.7136521,-79.3653877
Dizzy Dingo Bar and Grill,,43.6698477,-79.4830935
Bigger’s Restaurant,,43.6694573,-79.4824931
Bairrada Churrasqueira,portuguese;grill,43.6700187,-79.4781425
Shoeless Joe's,grill,43.6721353,-79.4709381
Wild Wing,chicken,43.7199596,-79.5121085
Atto Sushi,sushi,43.6863892,-79.3090731
Mexi-Taco,,43.7086137,-79.2956198
Lavelle,french,43.6440094,-79.4014834
Encore Hakka,chinese,43.7544676,-79.4876512
Piccola Citta,,43.7538438,-79.4880016
Wild Wing,chicken,43.6437172,-79.4030555
Wang Lang,thai,43.6437172,-79.4029664
Sunset Grill,american,43.6738314,-79.4701826
Frankie's Diner,american,43.6443841,-79.4184061
Hughzies Lakeside Brasserie,australian,-33.0147416,151.5984339
Toronthai,thai,-33.0142939,151.5980799
Dragon Sky,chinese,-33.0142293,151.5980314
Nabo's Restaurant and Bar,,-33.0140794,151.5978958
Mashu Mashu,japanese,43.7302235,-79.4033447
Zaffan,,43.7936567,-79.41936
Tasty BBQ Seafood Restaurant,barbecue,43.7944429,-79.3533834
Mizuki Sushi,sushi,43.7943634,-79.3537505
Deer Garden Signatures,asian,43.7943528,-79.3538511
Fuwa Fuwa Japanese Pancakes,,43.6659372,-79.4078991
Oretta,,43.6439328,-79.4017977
My Meatball Place,,43.644109,-79.4009627
Sizzler Kabab,pakistani;indian,43.6435822,-79.4051733
Bamboo Buddha,,43.6435919,-79.4050917
Fortune-King Hotpot,,43.6555689,-79.3987973
Pho Tien Thanh,vietnamese,43.6454805,-79.4191548
Maker Pizza,pizza,43.6504006,-79.3980621
Golden Turtle,vietnamese,43.6468111,-79.4196232
Mantra,asian,43.6400412,-79.4399835
Ceniza,,43.6447647,-79.4166175
Osteria Du,,43.6476057,-79.4025347
Nando's,chicken;portuguese,43.7731034,-79.2811579
Affy's Premium Grill,steak_house,43.7224996,-79.2891683
Spicy & Delicious,chinese,43.7579221,-79.4103887
Pho OK,vietnamese,43.7580043,-79.4104436
4AM Bar & Lounge,lounge;korean;bar,43.7578824,-79.4104355
Kimchi House,korean,43.6649277,-79.4127073
Hancook Cheese Dakgalbi,korean,43.6646198,-79.4130488
Her Chef,korean;japanese,43.6646371,-79.4129688
Miku,,43.6413856,-79.3774452
Don Pastor Taqueria,,43.7238158,-79.4938812
Gangnam Sushi,japanese,43.7638885,-79.3991578
Spring Chicken House,chinese,43.7638752,-79.3992211
Yonge Sushi,japanese;sushi,43.7332767,-79.4040648
Shoushin,japanese;sushi,43.7314478,-79.4040987
Golden Gate,african,43.7232126,-79.5600136
International Food Garden,,43.6470207,-79.4042672
The Spice Village,,43.6648468,-79.3832588
Banu,persian,43.6462595,-79.4080805
Alo Bar,,43.6495789,-79.3845764
Gus Tacos,tacos,43.6543481,-79.4017674
Eative Film Cafe,,43.6551039,-79.402343
ugly delicious,burger,43.6545022,-79.401552
Kim Vo Vietnamese Restaurant,vietnamese,43.8232429,-79.3052682
Mean Bao,,43.6614369,-79.3400425
Little Jerry,,43.6568047,-79.4068665
Istanbul Shawarma,shawarma,43.6567382,-79.4071926
Ramen Isshin,ramen,43.6564535,-79.4069596
Pizzeria Libretto,,43.6551499,-79.4134595
Little Imbiss Hot Food Counter,german;meat;polish;hungarian,43.7336364,-79.2798873
Menali,nepalese;indian;hakka,43.6777861,-79.3499281
Tapp’s Restaurant & Bar,chicken;burger;american,43.6783393,-79.3470934
The Grand,indian,43.6481355,-79.398709
Budapest Hungarian Restaurant,hungarian,43.6861588,-79.3100465
Sukhothai,,43.6497244,-79.430249
The Roux,creole,43.6654831,-79.4624129
GB Hand-Pulled Noodles,chinese,43.6689816,-79.3373297
No Bull Burgers,,43.6805897,-79.2850803
Salt Wine Bar,,43.6489698,-79.4204621
Union,,43.6458348,-79.4195977
OMAW,,43.6461103,-79.4196915
Eastside Social,,43.661406,-79.3391085
Sauvignon Bistro,,43.668633,-79.3071591
Delina Restaurant,,43.6687399,-79.3052315
Amo's,,43.670322,-79.2992618
Kismet,turkish,43.6595662,-79.3472677
EAT BKK,thai,43.6605421,-79.3429242
Jamil's Chaat House,pakistani;indian,43.6436638,-79.4220349
Jimbu Himalayan,nepalese,43.6403675,-79.438367
Shangrila Tibetan & Asian Cuisine,asian,43.6397421,-79.4415627
Stacked,breakfast,43.6487261,-79.3970178
Pokito,hawaiian;poke,43.648529,-79.3979838
Raku,japanese,43.6482298,-79.399458
Lisa Marie,,43.6468946,-79.4060607
La Hacienda Restaurant,,43.646882,-79.4061183
Seoul Gamjatang,,43.662764,-79.3834618
The Monkey Bar & Grill,,43.7315347,-79.4037013
Sunset Grill,american,43.6225849,-79.4825202
Le Sélect Bistro,french,43.643826,-79.3968131
Freshii,salad,43.6644628,-79.3874085
Sea Witch Fish and Chips,fish_and_chips,43.68221,-79.424
Senso Restaurant & Bar,turkish,43.6815648,-79.4272373
Marcello's Pizzeria,pizza,43.6778552,-79.4425736
Dil Se Indian Restaurant & Bar,indian,43.6492817,-79.4500193
Sud Forno,italian,43.6508507,-79.3788402
Arbequina,regional,43.6487903,-79.4498359
The Ace,,43.6461355,-79.4487998
Gabby's,burger,43.6440613,-79.4480027
Kami Sushi,sushi,43.6439463,-79.4479577
Gyuki,japanese,43.6487594,-79.3968315
Sansotei Ramen,japanese;ramen,43.7766188,-79.414018
VIPS Sushi,japanese;sushi,43.7765971,-79.4141366
Authentic Japanese Food,japanese,43.776587,-79.4141844
Pizza Shab,pizza;persian,43.7765685,-79.4142685
Sang-Ji Fried Bao,chinese;shanghai,43.7765583,-79.4143129
North Stars Bar and Grill,american,43.7765322,-79.4143899
Pure Spirits,,43.6503945,-79.3587541
Kinka Izakaya,,43.6604535,-79.3791515
The Royal BBQ Grill,,43.6508323,-79.4509535
Sushi on Roncy,japanese,43.6478009,-79.4494348
Ajisen Ramen,japanese;ramen,43.7714378,-79.4131813
Morals Village,hotpot;szechuan,43.7691164,-79.4125078
7 Numbers,,43.7036582,-79.4136658
Aunties& uncles,,43.6569765,-79.4067516
Yummy Tummy,,43.6950012,-79.4541632
Enoteca Rossio,italian,43.666202,-79.4498631
North of Brooklyn Pizzeria,pizza,43.6692775,-79.4391468
Sorelle and Co.,,43.6703025,-79.3944791
Pastel Creperie,dessert;coffee_shop,43.7762778,-79.4143751
Cheng Du Taste,chinese,43.7758619,-79.4142655
Beijing Restaurant,chinese,43.7758202,-79.4142505
Miss Durian,dessert;chinese,43.7749256,-79.414054
Go Topoki,korean,43.7749685,-79.4140639
Roll.com,korean,43.7751322,-79.4140859
SSAM Toronto Korean BBQ & Grill,korean;barbecue,43.7795213,-79.4158258
Nak Won Korean Restaurant,korean,43.7794232,-79.4157746
Dear Saigon,vietnamese,43.7793614,-79.4157605
Cafe Princess,bubble_tea;dessert,43.7793353,-79.4158995
Indian Pakwan Restaurant,indian,43.7380828,-79.5661756
Bangali Sweets & Restaurant,,43.7385239,-79.5654702
Asia Garden Restaurant,chinese,43.7381756,-79.5662003
Golden Joy Chinese Restaurant,,43.7353405,-79.5591466
Lahori Xpress Pakistani & Indian Cuisine,,43.7379303,-79.5672632
Afro Continental Restaurant Bar & Grill,,43.7345018,-79.5600625
Dosa Twist,,43.7342503,-79.5595228
Bb 33 Bistro & Brasserie,,43.6585946,-79.384007
Indar's Roti & Doubles,,43.737942,-79.567333
Karahi Point,indian,43.7380142,-79.5661523
GB Hand-Pulled Noodles,chinese;noodle,43.656617,-79.3837293
