Name,Cuisine,Latitude,Longitude
Esto Es Colombia,latin_american,43.7066631,-79.4533266
Beautiful City Restaurant,,43.7066228,-79.4533222
Camarra,italian,43.7083578,-79.4531489
Tostadas Grill,latin_american,43.7078167,-79.4537254
Toronto Pho,vietnamese,43.7009767,-79.4514465
Yum Yum Restaurant,jamaican,43.6984403,-79.4515621
Ocean Grill Restaurant,seafood,43.6982513,-79.4515216
Express Thai Cuisine,thai,43.6982042,-79.4515075
Tonkin,vietnamese,43.6969506,-79.4510846
Toronto Latino,latin_american,43.696141,-79.4489015
Sheryl's: Authentic Caribbean Cuisine,,43.6965643,-79.4468884
High Life Restaurant,caribbean,43.6960755,-79.4469554
Rincon de la Boca,,43.6966873,-79.4465856
Tia Flor Restaurant,uzbek,43.6967689,-79.4462208
Roti King,caribbean,43.6968384,-79.4458882
Sankofa Lounge,,43.6967093,-79.4447907
Sake Sushi,sushi,43.69701,-79.4448686
One Stop Restaurant,jamaican,43.6968893,-79.4424332
Canadian Caribbean Restaurant,caribbean,43.6921321,-79.440206
Pita & Hummus,falafel;pita,43.6825446,-79.4202253
Kiyo Japanese Cuisine,japanese,43.6805733,-79.417442
Craque de Creme Cafe,ice_cream;coffee_shop;dessert;french,43.6798578,-79.4171634
Detroit Pizzeria,pizza,43.6729799,-79.4141436
Rapido,,43.6728925,-79.4141061
Gordo Ex,latin_american,43.6717444,-79.413981
Napolitan Pizzeria,pizza,43.6694065,-79.413058
Miya Bhai,indian,43.6691137,-79.4129352
6ixty Wings,,43.6544714,-79.4070571
Aki Donburi,japanese,43.6648827,-79.4109526
Japanese Restaurant,japanese,43.6486591,-79.4043694
Maggiano's,italian,43.7206414,-79.5994343
The Swiss Pick Restaurant,,43.7161086,-79.5937586
Tandoori Masala,,43.7149938,-79.5938256
D' Jerk & Roti,caribbean,43.7360072,-79.6020547
Haveli Sweets & Restaurant,indian,43.7359045,-79.6020091
Sampooran Sweets & Restaurant,indian,43.7440643,-79.6042802
Surti Paan Indian Street Food,indian,43.7429525,-79.6036459
Fukrey Indian Bistro & Bar,indian,43.7432238,-79.6078134
Caribbean Lyme,caribbean,43.7434224,-79.6054423
Little Hut Bar & Grill,,43.7427239,-79.6037398
Gabby's,,43.7571827,-79.3129138
Freshii,salad,43.7575014,-79.311758
Watts Restaurant,,43.7234032,-79.2988689
Yamamoto Japanese Cuisine,japanese,43.7985175,-79.3185315
Pho Quinn,vietnamese,43.7981643,-79.3182661
High Street Fish & Chips,fish_and_chips,43.7452447,-79.3249991
The Civic,regional,43.6589446,-79.350049
The Broadview Bistro+Bar,,43.6591445,-79.3500946
The Comrade,,43.6594176,-79.3479502
Casa Deluz Banquet Hall,chinese,43.8092436,-79.2681808
Xe Lua,vietnamese,43.8091041,-79.2695273
Moxie's,bar_and_grill,43.7760496,-79.2570495
Kwan Dim Sum,chinese,43.7749186,-79.2570094
Star,indian;chinese,43.7439838,-79.2176092
Little Bavaria Restaurant,german,43.7440361,-79.2174153
Time West Indian,caribbean,43.74422,-79.2171748
Tim Choi,chinese,43.7452269,-79.2203271
Pho Dau Bo,vietnamese,43.7612719,-79.2252465
Nanay Meding's Restaurant,filipino,43.7616365,-79.2256238
Godavari,indian,43.7671528,-79.2276938
Mirchi Dhaba,indian,43.7673738,-79.2287774
Fabian's Cafe,,43.7681254,-79.2290443
Lawrence Bar & Grill,,43.7592953,-79.2293516
Smilin' Jacks,,43.7601529,-79.2269673
Tanjore,indian,43.7598236,-79.2273694
Swiss Chalet,chicken,43.8001245,-79.1984593
Port Union Seafood,fish_and_chips,43.7971918,-79.1500623
Eggsmart,breakfast,43.7980085,-79.1492188
Bao House,,43.7735866,-79.4142719
43° N BBQ Bar,chinese;barbecue,43.7726458,-79.4134541
Yang's Braised Chicken Rice,chinese,43.7725985,-79.4133847
Yunshang Rice Noodle,noodle,43.7724975,-79.413338
Swiss Chalet,chicken,43.730207,-79.4185172
Mary's Place,italian,43.7154651,-79.3122889
The Veggie Thali,indian,43.7194921,-79.3009821
Sansimian,jamaican,43.7193608,-79.3009237
Chachu's,international;pakistani,43.657168,-79.3785078
Vegan Bear,,43.6572722,-79.3811301
e11even,,43.6427851,-79.3811224
Blaze Pizza,pizza,43.7623328,-79.4107904
Flock Rotisserie + Greens,chicken,43.7628646,-79.4108453
Petit Potato,japanese,43.7682517,-79.4123312
UFO Restaurant,diner;vietnamese,43.643955,-79.4088223
Freshii,salad,43.7630754,-79.4104625
Mom's Pan Fried Bun,,43.6521445,-79.3980255
Supreme Taste,chinese,43.6650964,-79.3523058
Juzz Sushi,sushi,43.6605222,-79.3429989
Burrito Queen,mexican,43.6591964,-79.3489044
Issander,thai,43.6591474,-79.3491056
Lacarnita,mexican,43.6595429,-79.3473617
Mother's Dumplings,,43.6571206,-79.3994346
Freshii,salad,43.6528178,-79.3803598
Milestones,bar_and_grill,43.6534762,-79.3799297
Freshii,salad,43.6478262,-79.3828578
Perfect Chinese Restaurant,chinese,43.7877592,-79.2703122
Saigon Lotus,vietnamese,43.6543978,-79.3992829
Ka Chi,korean,43.6543888,-79.3993371
Pizza Hut,pizza,43.7393143,-79.2380196
Wok and Fortune,,43.7393425,-79.2378568
Ondak,korean,43.6654837,-79.4627367
Freshii,salad,43.6421644,-79.3745416
PI CO.,pizza,43.6712562,-79.3828909
Ajisen Ramens,ramen,43.6617704,-79.3791012
Wok Theory,chinese,43.6528372,-79.3989652
Stelvio,,43.6517806,-79.4077495
Antler Kitchen & Bar,canadian;wild;seasonal,43.649717,-79.4305576
Hem Social,vietnamese,43.649715,-79.4295014
Gia,,43.6495023,-79.4231268
PapI Chulo's,mexican,43.6467441,-79.4196061
Thamel Toronto,,43.6402962,-79.4387564
Cactus Club Cafe,international,43.6496578,-79.3811783
BOOM Breakfast & Co. College St.,,43.654691,-79.4218136
Starving Artist,,43.6546764,-79.4218753
Regina Trattoria & Pizzeria,italian,43.6548855,-79.4208916
Casa Tropical,,43.6549437,-79.4205938
Wow! Wing House,,43.6549588,-79.4205073
Coast To Coast Seafood,,43.6551169,-79.4199286
Via Norte,,43.6537716,-79.4262654
Chiado,portuguese,43.6541835,-79.4242423
Black Knight,,43.6545838,-79.423725
Conejo Negro,,43.6544295,-79.4230561
The Shozan Room,japanese,43.6479283,-79.4203528
Herby,persian,43.677469,-79.3515513
Juicy Dumpling,dumplings;chinese,43.652647,-79.3984306
Seven Lives Tacos Y Mariscos,,43.6545405,-79.4007856
Lili Kitchen,middle_eastern,43.6542846,-79.3909938
Her Father's Cider Bar + Kitchen,,43.6624392,-79.404624
Athens Restaurant,greek,43.6790534,-79.3435156
Maple Leaf Tavern,,43.6681595,-79.339824
Huy Ky,,43.6691584,-79.336404
Blackjack BBQ,,43.6691516,-79.336467
Los Cantaritos,mexican,43.6689965,-79.3371758
La Vecchia,italian,43.6256752,-79.4774137
HolmPei Cafe Bistro,,43.655701,-79.3844449
La Fenice,italian,43.6462487,-79.3907475
Eggsmart,breakfast,43.7070921,-79.2500791
Butcher Chef,steak_house,43.6426968,-79.3763351
Tata Hot Sauce Emporium,,43.7064262,-79.3068763
Hakka No. 1,chinese,43.7720707,-79.1848999
Sunset Grill,american,43.7722176,-79.1847705
Cucina Buca,,43.6882217,-79.3943596
Eataly Toronto,italian,43.6696714,-79.3887524
The Host,indian,43.656649,-79.3863949
Eat BKK,thai,43.7957152,-79.4192356
Bong Lua,vietnamese,43.7896026,-79.3025066
Library Bar,,43.6455791,-79.3820344
REIGN,regional,43.6459008,-79.3814993
Bún Saigon,vietnamese,43.6516742,-79.3978259
Xe Lua,vietnamese,43.6517222,-79.3978869
Chongqing Liuyishou Hotpot,hotpot,43.6517576,-79.3978574
Fudao Noodle House,,43.6546285,-79.3989937
Bevi Birra,,43.665618,-79.4719586
The Local Café & Restaurant,,43.7844428,-79.230689
Taj Restaurant,,43.7688859,-79.4743447
Sunset Grill,american,43.7597587,-79.4653904
Molkagtez Mexican Cuisine,mexican,43.6415991,-79.4311262
Loga's Corner,tibetan,43.6403579,-79.4359807
Nonna Francesca's Ristorante,italian,43.6419815,-79.3796479
Kinka Izakaya,japanese,43.641653,-79.3792342
Kinton Ramen,japanese,43.6416811,-79.3791564
Gabby's,,43.6463147,-79.3904398
Thai Room Grand,,43.6463326,-79.3902527
Kinoya,sushi,43.6464023,-79.3900441
Sumilicious Smoked Meat - Deli,deli,43.8323217,-79.2673134
Khau Gully,indian,43.7005127,-79.3968495
Willy's Jerk,caribbean,43.7617921,-79.4899577
Tin Tin Congee,chinese,43.7739262,-79.4922161
Don Franchesko,pizza,43.768359,-79.4719232
Panchita’s Kitchen and Bakery,,43.7646236,-79.4893562
Mezzetta,mediterranean;turkish;persian,43.6815849,-79.4253706
Pür & Simple,breakfast,43.7329331,-79.4521446
bb.q Chicken,korean;chicken,43.6779338,-79.3491776
Edulis,,43.6419685,-79.4065527
Freshii,salad,43.7851154,-79.4777815
Sandy's Cuisine,,43.6803328,-79.2879138
Hing Fa Chinese Cuisine,chinese,43.6803712,-79.2875192
Gabby's,,43.6807186,-79.2866194
Seaspray,chinese,43.6787035,-79.2982423
Kibo Sushi House,sushi,43.6804364,-79.2895372
Pizza Rustico,pizza,43.6875058,-79.2716049
Jatujak,thai,43.6884958,-79.2701432
Barkhouse Grill,,43.6885627,-79.270052
The Real Jerk,caribbean,43.6808037,-79.2856036
Tropical Thai Cuisine,thai,43.6805437,-79.2855673
Bowl of Karma,indian,43.6808892,-79.2846286
Big Boy's Burrito,mexican,43.6809718,-79.2836561
Ume Fashion Sushi,sushi,43.692983,-79.2626017
Enrico's Pizza,pizza,43.693047,-79.2625072
Spice King Reataurant,,43.6897693,-79.2675729
Dragon Delight Chinese Cuisine,chinese,43.680388,-79.4310315
Koz Bingol,turkish,43.7922517,-79.4450392
Dr. Laffa,middle_eastern,43.7293294,-79.431844
The Chicken Nest,chicken,43.7185517,-79.4298853
Europe Bar and Restaurant,hungarian,43.7181743,-79.4297406
Bangku,filipino,43.718125,-79.4297273
La Mexicana,mexican,43.7257294,-79.4309935
Pizza Hut,pizza,43.7270167,-79.431745
Rainbow Sushi,sushi,43.7279211,-79.4319631
Milk 'N Honey,,43.7284593,-79.4316356
Umami Sushi,sushi,43.7285373,-79.4315949
Tinuno,filipino,43.7291204,-79.4324514
Hakka No. 1,chinese,43.7075593,-79.4766351
Flame Bar & Grill,,43.7085841,-79.4757161
El-Tipico-Ecuatoriano,latin_american,43.7034784,-79.4772579
The Pit Stop,,43.7032252,-79.477162
Boca Chica,latin_american,43.7029975,-79.477093
Churrasqueira Estrela,portuguese;chicken,43.7026553,-79.4761895
Chopstixpress,chinese,43.7025023,-79.4770721
Dynasty House,chinese,43.7049771,-79.4920446
Pho Bo To,vietnamese,43.7046136,-79.4920823
Mama's Tofu,tofu,43.7045671,-79.492122
The 5th Taste Sushi Restaurant,sushi,43.7367653,-79.4386072
LaPaz Batchoy,,43.7367946,-79.438469
Marcelina's Filipino Cuisine and Karaoke Bar,filipino,43.7365332,-79.4368164
Wilson's Haus of Lechon,filipino,43.7364906,-79.4370969
Heaven's Grill,,43.7359718,-79.4423171
Freshii,salad,43.7333478,-79.4510286
Vivo Pizza & Pasta,italian,43.7332051,-79.4508942
Pancer's Original Deli,,43.7407936,-79.4352968
Sampaguita Village,filipino,43.7372,-79.4365359
Republika RestoBar and Grill,filipino,43.7374789,-79.4350291
Atin Ito,filipino,43.7378468,-79.4345254
Food Trip,filipino,43.7384938,-79.4345555
Ellias Restaurant & Bar,,43.7438327,-79.4867238
Vaikha,indian,43.7442615,-79.486792
Mang Tomas Lechon,vietnamese,43.7459723,-79.4874665
Pho Huong Trang,vietnamese,43.7460535,-79.4874727
Pho Mama,vietnamese,43.7633249,-79.4898697
Pho Lien Hung,vietnamese,43.7644303,-79.4894036
J's Bar & Restaurant,,43.7654914,-79.4894744
Genij Sushi,sushi,43.7818353,-79.4917545
Sandra's Italian Kitchen,italian,43.7818864,-79.4914356
Caspi,italian,43.7822788,-79.4893552
Raj Mahal,indian,43.7867225,-79.468576
Pho Mono,vietnamese,43.7851697,-79.4775545
Moldava Restaurant,moldovan,43.7818209,-79.4707407
Good Morning Friends,breakfast,43.7834613,-79.4709566
Mandarin,chinese,43.7672425,-79.4696408
Village House Turkish Restaurant,,43.7675966,-79.4699163
Joong Wha Ru,korean,43.767546,-79.4707607
Le Montmatre,french,43.7512488,-79.4574737
Times Square Diner,,43.7510393,-79.4555684
Alan Restaurant,,43.7527577,-79.4528009
Crave Restaurant,,43.7531706,-79.4508314
Belle Bar & Restaurant,,43.774366,-79.4424082
Suhan Dumplings,korean,43.755034,-79.4422588
Wakame Sushi,sushi,43.7554986,-79.4408985
Wimpy's Diner,diner,43.7561865,-79.4392543
Summer House,filipino,43.7558035,-79.4379085
Garlicky Mediterranean Grill,mediterranean,43.7007928,-79.4272696
Kusinero de Panaderia,filipino,43.7005335,-79.426883
Aish Tanoor Restaurant,,43.7003049,-79.4295026
Marron,french,43.7004892,-79.4286438
Mamma's Pizza,pizza,43.7005103,-79.4285726
3 Eggs,breakfast,43.7005314,-79.4284535
Jerusalem Restaurant,,43.7000728,-79.4289889
Tokyo Sushi,sushi,43.69998,-79.4294488
The Great Maratha,indian,43.7000154,-79.4292527
Foodiez,,43.7000502,-79.4307031
Pazza,pizza,43.6995075,-79.43166
Jer's Restaurant,filipino,43.6978246,-79.439487
Landmark Restaurant,,43.6954875,-79.4504535
Pizza Hut,pizza,43.6955853,-79.4514902
Sushi Zuki,sushi,43.6945556,-79.4561253
Sugar Oink Oink,dessert,43.6896346,-79.4745732
Darbar,persian,43.7355043,-79.4197441
Satay on the Road,thai,43.7352504,-79.419669
Thai One On,thai,43.7364279,-79.4204442
The Copper Chimney,indian,43.7362394,-79.4203901
Karbouzi,greek,43.7361854,-79.4203749
Drums N Flats,,43.7351089,-79.4201572
Issmi Japanese Restaurant,japanese,43.7352116,-79.4201854
Bistro on Avenue/Stern's Deli,italian,43.7353473,-79.4202028
Prime on Avenue,steak_house,43.7343136,-79.4199717
Eggsmart,breakfast,43.7348607,-79.4196018
Padella Italian Eatery,italian,43.7345892,-79.4195475
Francobollo,italian,43.7344446,-79.4195102
Nara Sushi,sushi,43.7338681,-79.4193815
ScottHill Caribbean Cuisine,caribbean,43.7339446,-79.4193963
Old Avenue Restaurant,georgian;turkish;azerbaijani;south_caucasus,43.7336231,-79.419345
Sakura Garden,japanese,43.7334975,-79.4193186
Da Venezia Gourmet Pizza,pizza,43.7239192,-79.4164732
Boneyard Grill,,43.7233907,-79.4162638
12 Tables Restaurant,,43.7233434,-79.4162399
O'Sole Mio,,43.6824882,-79.464038
Tokyo Sushi,sushi,43.704013,-79.4105028
House of Chan,chinese,43.7036702,-79.4135941
Ferraro,italian,43.7037526,-79.4132148
My Greek Table,greek,43.704021,-79.4119728
The Nomad Steakhouse,steak_house,43.7036739,-79.4121808
Chinese Food Gallery,chinese,43.7031318,-79.4146121
Blooming Orchid,asian,43.7033061,-79.4139016
N.K. Sushi,sushi,43.7045023,-79.4097283
Thairoomgrand,thai,43.7049251,-79.4077042
Pho Golden Star Vietnamese Restaurant,vietnamese,43.6685076,-79.4865765
Pizza Hut,pizza,43.6676461,-79.4884317
King's Palace,,43.6737209,-79.4629152
Tropical Venue,caribbean,43.6740432,-79.461414
Huong Viet Restaurant,vietnamese,43.6742063,-79.4606604
Jamaica Way Restaurant,caribbean,43.6971588,-79.494253
100% Salvoradeno,latin_american,43.6971581,-79.4941778
The lab,,43.6656091,-79.4075549
Raffaella,pizza,43.6655051,-79.4074904
Marina’s Casa da Comida,portuguese,43.6746981,-79.4585962
Sabors Tradicionais,portuguese,43.6747259,-79.4584853
Unique Cafe Restaurant,caribbean,43.6747427,-79.4584144
El Rancherito,latin_american,43.674853,-79.4578583
Frank's Pizza House,pizza,43.6767458,-79.4492567
Flavours of Sheba,african,43.6769079,-79.4484754
Flor do Ave,,43.6749057,-79.4575648
Samba,brazilian,43.6749575,-79.4573215
Rain Sushi,sushi,43.6760585,-79.450754
La Bruschetta,italian,43.6764784,-79.4488256
El Saxon,mexican,43.6770634,-79.4476787
Uai Pizzeria & Restaurant,pizza,43.6772941,-79.4466295
Sushi California,sushi,43.6775251,-79.4456782
Il Collosseo,italian,43.6776906,-79.4449588
Kaito Sushi,sushi,43.6774003,-79.4445758
Shunoko,sushi,43.6774603,-79.4442891
Boneyard Grill,,43.6777713,-79.4445736
Sunnyside Grill,breakfast,43.677756,-79.4446532
AC Ranch Caffe,,43.6777412,-79.4447213
Centro,italian,43.6777131,-79.4448753
Definitely Yours,jamaican,43.6779168,-79.4422782
Limon,latin_american,43.6783766,-79.4402385
Cano,italian,43.6786676,-79.4406033
De Sotos,,43.6785192,-79.4395612
Kosh,,43.6791273,-79.4384896
Latin World,mexican,43.6791889,-79.4381911
Barista & Chef,,43.6793643,-79.4374391
Latin Fiesta,mexican,43.6793809,-79.4373417
Parcas,peruvian,43.6794558,-79.4370046
Savera,indian,43.6804194,-79.4308113
Sushi Kozoku,sushi,43.6804299,-79.4307443
Chai Pochana,thai,43.6804515,-79.4306196
Brother Bar & Restaurant,,43.6796179,-79.4362822
Mi Tierra,colombian,43.6807516,-79.4310987
Black Tulip Restaurant,,43.6804669,-79.4305559
Nodo,italian,43.6810012,-79.4298724
Pukka,indian,43.6811349,-79.4292268
Piccolo Piano,,43.662674,-79.4034192
Fantasy Kitchen,,43.6615736,-79.4089098
Ferro,italian,43.6809236,-79.4285445
Romi's,,43.681425,-79.4279067
Riz,asian,43.6813292,-79.4283766
FK,,43.6812434,-79.4287602
The Wailers,jamaican,43.681589,-79.4270958
Kibo Sushi,sushi,43.6813941,-79.4262901
Queen of Persia,persian,43.6819423,-79.4253606
Goen,japanese,43.681936,-79.4254203
Chinese Dumplings,chinese,43.6818142,-79.4242208
The Company We Keep,coffee_shop,43.6822224,-79.4239399
Raahi Kitchen & bar,indian,43.6825054,-79.4204863
Tacos Moras,mexican,43.682483,-79.4206226
Ba-On Filipino Takeout,filipino,43.6824683,-79.4206916
Arizona Grill and Lounge,,43.6834862,-79.5935113
The Bistro,,43.6851114,-79.5936391
Fay's Kitchen,caribbean,43.6864983,-79.4732493
Mastro Nick,pizza,43.6863447,-79.4731828
Sete Ventos Restaurant,,43.6872187,-79.4465933
Diamonds Bar & Grill,mexican,43.6867933,-79.4464023
El Rey,mexican,43.6527386,-79.4001085
Tibetan Village,,43.6529716,-79.4002143
New Casa Abril,portuguese,43.6913151,-79.4399929
Nona Lia,italian,43.6862579,-79.4381399
Oakwood Pizzeria,pizza,43.6890767,-79.4396234
Sushi Karu,sushi,43.6875389,-79.4390385
Costa Verde,portuguese,43.6873409,-79.4389406
1 Plus 1 Pizza,pizza,43.687166,-79.4385531
Sorrel,french,43.6802469,-79.3910211
Terroni,italian,43.680008,-79.3904716
Impact Kitchen,,43.6821665,-79.3918463
Kibo Sushi,sushi,43.6826211,-79.3923548
Sash,,43.681724,-79.3911976
Avant Goût,french,43.6786291,-79.3903734
Quanto Basta,italian,43.6787501,-79.3904234
Barnsteiner's,european,43.6856982,-79.3933217
Terroni,italian,43.6508555,-79.3754996
Samba,,43.7032809,-79.3974189
Social Llama,,43.7032063,-79.3974024
Maki Mart,sushi,43.7031302,-79.397389
Bow Thai,thai,43.7787279,-79.3639099
Ko-Sam,korean,43.7983996,-79.3688939
BB's,brunch,43.6420043,-79.432415
Aoyama Sushi,sushi,43.787137,-79.3291565
Lavash Armenian Restaurant,armenian,43.7865027,-79.3286773
Lebanon Express,falafel;lebanese,43.6656151,-79.4712518
Taline,,43.6836207,-79.3924247
San Casme,,43.6547408,-79.4005204
Tacos 101,,43.6548373,-79.400881
O Bong,korean,43.6677034,-79.3855464
Broken Rice,japanese,43.6669067,-79.3852218
Bone Soup Malatang,soup;chinese,43.6636724,-79.384218
Darvish Persian Cuisine,persian,43.6633868,-79.3840892
Flaming Kitchen,chinese,43.6622614,-79.3836404
Four Four South Village,taiwanese,43.6623083,-79.3836608
Liberty Pizza,pizza,43.6606345,-79.3597756
The Suya Spot,,43.6546501,-79.4016459
Rolltation,sushi,43.6694162,-79.3866194
La Vecchia,,43.710228,-79.3989283
BBQ Chicken & Pub,chicken,43.7103831,-79.3989585
Ajismen Ramen,sushi,43.7090724,-79.3986578
Louie’s Classico Pizza,pizza,43.7132361,-79.3995182
Ai Sushi,sushi,43.7925068,-79.2395287
Veerar,indian,43.7957283,-79.2317398
Naan Kabob,afghan,43.7950842,-79.2407931
Chopstick House,chinese,43.7951965,-79.2401809
KC’s Roti House,,43.7360151,-79.2526941
Abbirami,indian,43.7353267,-79.2522964
Subiksha,indian,43.7354618,-79.2516348
Black Forest Fine Dining,german,43.7363986,-79.2518154
Angie's,caribbean,43.7355767,-79.2511168
Lena's Diner,,43.7358698,-79.2496322
Ghareeb Nawaz Restaurant,indian,43.7352396,-79.2468356
TOR Carribean Restaurant,caribbean,43.7370584,-79.2442535
Pariwar,indian,43.74271,-79.3086511
Amazing Hakka,chinese,43.7427211,-79.3085881
Chawk Bazar,indian,43.7427634,-79.308409
Faryab Restaurant,persian,43.7427357,-79.3054333
Naan Kabob,afghan,43.7424881,-79.3051611
Super Hakka Restaurant,chinese,43.742559,-79.304784
Ghadir Fish Restaurant,seafood,43.743685,-79.3044235
Karahi Boys,pakistani,43.7438579,-79.299775
Sumaq,iraqi,43.7441992,-79.2978505
Rose's Kitchen,jamaican,43.7452638,-79.2982501
Diana's Oyster Bar and Grill,seafood,43.7456825,-79.2915849
Sahan Restaurant,somali,43.7454526,-79.296752
Banh Mi Metro,vietnamese;bánh_mì,43.7450923,-79.2942953
Pho Metro,vietnamese,43.7451077,-79.2942242
Wong's Asian Cuisine,chinese,43.7473111,-79.2838736
Nova Ristorante,italian,43.7494761,-79.2776262
Spicy Dragon Restaurant,chinese,43.7488657,-79.2754021
Flippers Fish House,seafood,43.7509559,-79.2762369
Kim Kim,indian,43.7537907,-79.2770578
Nostos Bar & Grill,greek,43.7526113,-79.2543444
Merigold Restaurant,caribbean,43.7532791,-79.2543512
Ahmutha Surabi,indian,43.7532944,-79.2542952
Bendale Restaurant,,43.7575383,-79.2386412
Charcoal Kabob House,chinese,43.757485,-79.238963
D'Pavilion,caribbean,43.7579374,-79.2360185
rasa,,43.6627782,-79.4040509
Boardroom Cafe,,43.6628853,-79.4035418
piano piano,,43.6630178,-79.4029016
367 Cafe,,43.6932399,-79.3423117
Ritz Restaurant,,43.6918607,-79.342151
Sushi Garden Japanese Restaurant,japanese,43.6897469,-79.3951838
Ambiyan,indian,43.6896512,-79.3951452
Caribbean Wave Restaurant,caribbean,43.7984759,-79.1957829
Supreme Restaurant & Bar,,43.7685093,-79.2666501
Kofuko Sushi,japanese,43.6887168,-79.3918995
El Inka Peruvian Cuisine,peruvian,43.6882059,-79.3929021
Mabu Generation,taiwanese,43.665142,-79.3848263
Fong on Foods,,43.6539399,-79.4005801
Mi'hito Sushi Laboratory,sushi,43.6576433,-79.4009085
Awesome,,43.6576635,-79.4008623
Baroness,,43.6576405,-79.4009666
Yitz’s,,43.7046372,-79.4090278
Cafe Nicole,,43.6467392,-79.3741044
WeYonge,,43.6748936,-79.3884687
Robot Boil House,,43.6746935,-79.3883431
Monkey Sushi,sushi,43.6747397,-79.3883629
Laziz Curry Kitchen,indian,43.6567594,-79.3753042
Grillies,mexican;burger,43.6567413,-79.3753857
Gyukatsu Kyoto Katsuguyu,japanese,43.6568298,-79.3761902
Akhigbe Nigerian Caterers,,43.657988,-79.3710453
Ju Sushi & Bar,sushi,43.6588095,-79.3682604
Satay on the Road,thai,43.7055178,-79.3752698
Mayrik,armenian,43.7056931,-79.3753537
Grillies,mexican,43.7053274,-79.3751973
Buono Ristorante,,43.7053903,-79.3752097
Eggstatic,,43.7054554,-79.3752331
Casamiento,el_salvadorian;papusas;tacos,43.6705664,-79.4260291
Loop Line Wine & Food,,43.6716173,-79.4208318
Thai Mango,,43.6716256,-79.4207632
Masa Deli,coffee_shop;breakfast;sandwich,43.6669253,-79.4314306
Roll N Bowl Korean & Japanese Cuisine,japanese;korean,43.7671642,-79.2704426
Pi Co,pizza,43.661685,-79.3794697
Umami Poke,,43.6831847,-79.3922663
Bobbie Sue's Mac and Cheese,,43.6478551,-79.420529
The Lexington,,43.6613044,-79.3805964
East court & Mike BBQ,chinese,43.787971,-79.2698835
Yupdduk Finch,korean,43.7794067,-79.418285
Ten,,43.6524672,-79.4334527
Kintako,sushi,43.7115103,-79.3642546
Isabella's Boutique Restaurant,japanese,43.6707477,-79.297255
Sozo Japanese Cuisine,japanese,43.7708404,-79.3315756
Eggstatic,,43.7707455,-79.3315407
Yan Yu Chinese Dining,chinese,43.7706119,-79.3314924
Hotpot 9,chinese,43.7704802,-79.3314415
Satay Sate,indonesian,43.7702594,-79.3322783
Gyu-Kaku Japanese BBQ,japanese,43.7708908,-79.3319296
Primo Veal,italian,43.7709198,-79.3317714
ZenQ Taiwanese Restaurant,taiwanese,43.7708637,-79.332104
The Fry,chinese,43.788957,-79.4182864
Torch Sushi,japanese,43.7894934,-79.4182006
Daldongnae,,43.7896889,-79.4183213
Katsuya,japanese;korean,43.7899839,-79.4185259
Konjiki Ramen (Downtown),ramen;japanese,43.6573016,-79.3836028
Roti Cuisine of India,indian,43.6747835,-79.4083627
Old Time Chinese Cuisine,chinese,43.7482335,-79.3470722
Hoyo's Restaurant,somali,43.7360787,-79.2529969
Birria Balam,mexican,43.6482088,-79.3958203
Banfi,italian,43.6884033,-79.4131586
O'Somae,brunch,43.6652529,-79.3523898
La Morena,latin_american;ecuadorian;empanada;tamale,43.6776822,-79.4434151
Bao,,43.6523064,-79.3980881
Lageez,indian,43.7109188,-79.2909315
Rosie’s Burger,burger,43.647686,-79.4010411
Completo,latin_american,43.6647367,-79.3521411
Steady's Jamaican Home Cooking,jamaican,43.6838486,-79.3470797
Hanamaru Market and Bento,japanese,43.6842821,-79.3470314
Shoeless Joe's,grill,43.6468623,-79.3745006
Boston Pizza,pizza,43.7699643,-79.4133983
Quetzal,,43.6564704,-79.406875
Onnki Donburi,,43.6565313,-79.4065821
Dai Lo,,43.6558594,-79.4098178
Kyouka Ramen,ramen;japanese,43.6726491,-79.2882364
Yumei Sushi,japanese;sushi,43.6712632,-79.2950418
Maker Pizza,pizza;italian,43.7229994,-79.4153345
Thai Country Kitchen,,43.6561658,-79.3996043
The Lobster Roll,,43.6549991,-79.4000756
Song Tea,,43.656393,-79.399715
Mango Like Desserts,dessert,43.656909,-79.4031536
Simmer Huang,,43.657264,-79.4001139
La Fermenteria,,43.6551393,-79.3996246
Moon Palace,chinese;cantonese,43.6561839,-79.3822933
Storm Crow Manor,,43.6668177,-79.381681
Cafe Landwer,,43.7662778,-79.4124604
Gol’s Lanzhou Noodle,chinese,43.7780982,-79.4148514
The Fry - Sheppard,korean;fried_chicken,43.7629563,-79.4115452
Mishka’s Restaurant & Bar,,43.766253,-79.2821824
Little Coxwell Restaurant,vietnamese,43.6961714,-79.3290986
Skara,greek,43.6970517,-79.3294686
Sushi Bay,sushi,43.6967644,-79.3293347
Eden Chinese Food,chinese,43.6971863,-79.3290178
Blooming Batter,,43.6342717,-79.5414651
Hay Sushi,japanese;sushi,43.7035521,-79.4142519
desimane,indian,43.7874641,-79.2670827
Yunshang Rice Noodle,chinese;noodle,43.6536808,-79.3950375
CRAVE WINGS,chicken,43.7031225,-79.4146594
Dspot,,43.7764326,-79.2347677
Kathmandu Restaurant,,43.6710966,-79.3879485
Clay,,43.6680297,-79.3932824
The Fry,korean;asian;fried_chicken,43.6637722,-79.3842978
Onki Donburi,japanese,43.6699216,-79.3841981
Baby-Boyz BBQ,,40.4656426,-80.600804
