price,list_price,sold_price,home_type,home_type_bucket,neighbourhood,latitude,longitude,bedrooms,bedrooms_plus,bathrooms,estimated_area_sqft,Distance_to_School,Distance_to_Hospital,Distance_to_Park,Distance_to_Library,Distance_to_Bank,Distance_to_Pharmacy,Distance_to_Grocery,Distance_to_Subway,Restaurants_Within_1km,Parks_Within_2km,Schools_Within_2km,_id,AREA_ID,AREA_ATTR_ID,PARENT_AREA_ID,AREA_SHORT_CODE,AREA_LONG_CODE,AREA_NAME,AREA_DESC,CLASSIFICATION,CLASSIFICATION_CODE,OBJECTID,Neighbourhood
1999000.0,1999000.0,1999000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,High Park Swansea,43.6490126,-79.4828281,5,1,2,2250.0,253.85,1730.0,193.92,431.05,63.48,77.17,374.41,129.77,33,49,21,101,2502266,26022781,,87,87,High Park-Swansea,High Park-Swansea (87),Not an NIA or Emerging Neighbourhood,,17826337.0,High Park-Swansea
1899000.0,1899000.0,1899000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Moss Park,43.6601161,-79.3687588,5,1,3,2250.0,165.1,1024.43,245.49,199.39,315.71,210.39,254.45,1063.81,104,101,65,83,2502284,26022799,,73,73,Moss Park,Moss Park (73),Not an NIA or Emerging Neighbourhood,,17826049.0,Moss Park
1790000.0,1790000.0,1790000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Corso Italia Davenport,43.6745859,-79.4413794,8,0,7,4250.0,139.04,2106.98,399.94,282.0,414.83,236.58,783.83,1663.92,45,60,36,65,2502302,26022817,,92,92,Corso Italia-Davenport,Corso Italia-Davenport (92),Not an NIA or Emerging Neighbourhood,,17825761.0,Corso Italia-Davenport
1988800.0,1988800.0,1988800.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Palmerston Little Italy,43.6560206,-79.4188727,4,1,3,1750.0,295.9,1113.42,321.24,145.04,155.38,193.1,208.42,899.94,161,75,58,79,2502288,26022803,,80,80,Palmerston-Little Italy,Palmerston-Little Italy (80),Not an NIA or Emerging Neighbourhood,,17825985.0,Palmerston-Little Italy
1999000.0,1999000.0,1999000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,High Park Swansea,43.6451123,-79.451443,5,1,4,2750.0,282.91,543.77,705.27,207.04,213.66,360.71,234.29,1321.11,40,47,25,101,2502266,26022781,,87,87,High Park-Swansea,High Park-Swansea (87),Not an NIA or Emerging Neighbourhood,,17826337.0,High Park-Swansea
1949999.0,1949999.0,1949999.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Lawrence Park South,43.7124295,-79.4119687,4,1,5,2250.0,339.35,2705.02,291.95,1084.08,923.44,952.62,958.6,1247.8,17,55,48,55,2502312,26022827,,103,103,Lawrence Park South,Lawrence Park South (103),Not an NIA or Emerging Neighbourhood,,17825601.0,Lawrence Park South
1889000.0,1889000.0,1889000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Roncesvalles,43.6400192,-79.4448989,6,0,4,2750.0,290.06,401.98,108.64,651.97,591.72,113.33,419.34,1991.96,49,41,19,102,2502265,26022780,,86,86,Roncesvalles,Roncesvalles (86),Not an NIA or Emerging Neighbourhood,,17826353.0,Roncesvalles
1999000.0,1999000.0,1999000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,High Park Swansea,43.6442825,-79.4557166,5,1,4,2750.0,502.99,641.7,637.65,558.91,557.41,653.54,590.32,1292.91,31,49,22,101,2502266,26022781,,87,87,High Park-Swansea,High Park-Swansea (87),Not an NIA or Emerging Neighbourhood,,17826337.0,High Park-Swansea
1799000.0,1799000.0,1799000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Kensington-Chinatown,43.6530566,-79.3998203,3,0,2,1750.0,285.22,458.34,207.89,468.97,118.08,92.65,157.33,949.42,349,94,74,81,2502286,26022801,,78,78,Kensington-Chinatown,Kensington-Chinatown (78),Not an NIA or Emerging Neighbourhood,,17826017.0,Kensington-Chinatown
2250000.0,2250000.0,2250000.0,DUPLEX_TRIPLEX_FOURPLEX,DUPLEX_TRIPLEX_FOURPLEX,Palmerston Little Italy,43.6625869,-79.4210188,4,1,4,2250.0,96.89,1608.67,61.05,620.38,397.42,36.07,391.52,270.25,130,74,63,79,2502288,26022803,,80,80,Palmerston-Little Italy,Palmerston-Little Italy (80),Not an NIA or Emerging Neighbourhood,,17825985.0,Palmerston-Little Italy
